13.6659	-12.4301	-0.4633	0.9595	0.5717	1.9065	1.7717
44.1820	3.6106	-0.6369	4.3043	1.7275	1.5398	2.7851
11.9977	5.4136	-0.9960	0.3947	0.4253	1.2221	3.2370
-0.1713	-3.1022	-0.7449	0.4489	0.5528	1.6633	1.1720
29.1705	8.7015	-0.7668	4.1646	1.7208	1.5169	2.7453
-3.4374	6.5989	-1.2512	0.4033	0.3710	1.1251	3.1849
13.9421	16.1483	-1.0532	0.8106	0.5446	1.6460	1.5276
39.8199	10.1908	-0.9598	3.3352	1.5278	1.5790	2.4485
32.0732	10.3381	-0.6791	0.5054	0.6081	1.7871	3.9895
23.6337	-6.9784	-0.8042	0.6359	0.6599	1.6838	5.7649
-1.7105	20.2544	-1.4703	4.0084	1.6483	1.5089	5.8963
25.2019	-7.8474	-0.8508	3.9231	1.6737	1.5760	6.0254
