0.0798	29.8439	-0.9329	4.4281	1.6306	1.4256	5.7943
18.2076	8.0182	-0.5739	1.0342	0.7209	1.8259	2.8845
-0.1005	16.2355	-1.0035	0.5162	0.4744	1.4783	3.3647
13.9398	-4.5710	-0.8592	0.4195	0.5014	1.6032	5.0208
2.7360	18.1930	-0.8253	0.7650	0.4898	1.6474	4.7295
28.4103	-31.1143	-0.5138	1.6371	0.4865	1.6475	5.8231
26.6960	25.8925	-0.3172	0.8831	0.6522	1.8817	2.8155
2.5437	-5.8762	-0.6628	1.6884	0.3967	1.6473	6.6514
-0.4586	17.1284	-0.9257	2.3111	1.4479	1.4343	2.4640
-2.6005	40.3817	-1.0963	3.4418	1.6138	1.5182	3.5228
-4.9070	29.0692	-0.7058	3.5994	1.5811	1.4922	5.6094
