13.9724	7.2490	-1.0074	3.9059	1.6763	1.5396	1.5902
6.9059	6.5672	-0.9418	4.1089	1.7442	1.6366	1.5354
28.7141	0.1817	-0.7981	3.9327	1.7764	1.4367	6.2847
17.8704	7.7210	-1.0181	3.7266	1.5868	1.4457	1.5706
1.0839	7.3012	-1.0395	3.6255	1.6628	1.4509	1.6259
4.1644	7.0110	-0.9654	3.9684	1.6581	1.5638	1.5986
-2.3783	7.5506	-1.0537	3.7110	1.5686	1.4805	1.5629
57.2926	10.2632	-0.4951	0.7863	0.4978	1.8399	4.7931
17.6814	-8.7455	-0.5184	4.4676	1.6774	1.5881	4.6629
22.0374	7.2861	-0.7063	4.3172	1.8376	2.0589	1.6543
13.9888	14.5627	-0.5487	0.3944	0.5005	1.8535	4.6446
23.9071	11.3926	-0.7004	0.3623	0.4990	1.8473	4.6837
36.4150	-10.1948	-0.7491	0.7279	0.7459	1.7397	4.0977
2.1520	2.6215	-0.9565	3.8858	1.5177	1.4964	3.3494
9.3900	-7.3258	-0.5310	0.4845	0.4876	1.7073	0.8557
27.2301	24.7168	-0.2957	3.8280	1.5784	1.5036	3.0455
