30.2178	-1.6994	-0.7422	3.3241	1.5810	1.4292	6.3009
43.1292	-2.0249	-0.3045	3.2970	1.5211	1.4538	6.3203
-3.2607	13.0389	-0.2643	0.9823	0.5494	1.8997	2.1055
7.4018	23.7746	-0.0771	0.6085	0.6677	1.9943	3.6407
-0.2369	-12.3022	-0.8344	0.5927	0.5275	1.6973	2.5408
1.1703	6.6775	-0.5467	0.6393	0.5109	1.6467	1.7109
0.0571	7.4908	-0.5876	0.5521	0.6593	1.6261	3.0094
-2.3451	27.4724	-0.4504	0.4403	0.6215	1.8989	5.3019
-4.5484	-17.3006	-1.1367	3.7727	1.6036	1.4489	1.5914
-0.2386	-9.8365	-0.8634	1.3653	0.5599	1.6482	4.5576
-4.6777	-13.7008	-0.7892	3.5861	1.6414	1.7291	4.8202
