19.4332	7.0433	-0.8009	4.3930	1.7498	1.8692	1.6151
33.3296	7.5331	-0.8832	3.7134	1.5999	1.4815	1.6155
39.9825	7.0738	-0.8864	4.0541	1.6782	1.5398	1.6442
11.5296	6.4589	-0.9811	4.0958	1.6125	1.4963	4.5648
13.8947	6.8336	-0.9403	3.9575	1.5233	1.5567	4.7560
25.6892	7.4998	-0.9556	3.6914	1.5847	1.4649	1.4915
-5.0198	20.7361	-1.1228	4.1032	1.5837	1.4543	1.6822
43.6916	5.5368	-0.8269	3.9065	1.6593	1.5658	3.7633
13.5787	-7.5959	-0.7790	0.4663	0.6204	1.5861	5.8301
16.9213	-8.9047	-0.9652	0.5775	0.4443	1.4030	0.9361
29.1638	8.1104	-0.9226	3.6353	1.6336	1.5070	0.9472
-1.3850	10.1180	-0.6288	1.1942	0.4951	1.9899	5.1647
37.7563	6.7247	-0.9403	3.5663	1.5570	1.4648	6.9235
8.6022	6.5197	-0.7254	4.4880	1.7510	1.9732	1.5501
18.0034	-10.6203	-0.6297	0.7786	0.6445	1.7585	6.0092
-4.7579	28.8472	-0.8332	0.6566	0.5499	1.9447	4.6883
15.9510	-9.4331	-0.7474	0.4299	0.5510	1.6650	2.6130
