30.8688	2.1679	-0.6626	3.6011	1.4879	1.3951	6.7664
34.4422	-1.4346	-0.3894	4.3332	1.6368	1.6501	1.3669
2.2055	6.2297	-0.9436	0.4417	0.4916	1.3673	2.8423
-1.8240	2.9818	-0.9029	3.8543	1.5357	1.3864	2.9595
7.0161	-3.7245	-0.8279	0.4705	0.4350	1.3966	2.4983
18.6645	9.0712	-0.6916	1.7411	0.4628	1.6002	6.5893
4.8410	13.4627	-0.8679	3.9588	1.7526	1.7682	2.1165
3.0811	7.7669	-0.9229	0.4480	0.4445	1.5287	2.7797
34.0856	7.1474	-0.4293	0.3759	0.6010	1.9336	6.1017
29.1376	2.8229	-0.6685	0.5162	0.5848	1.5785	6.4606
