12.6058	-2.4445	-0.9364	4.2629	1.7018	1.4203	3.1690
25.1377	-2.4836	-0.6735	3.3798	1.6149	1.6809	6.2880
-0.9566	-9.7588	-0.9952	3.9891	1.7165	1.5107	4.7019
30.4340	-2.6344	-0.7113	3.3653	1.5855	1.4872	6.2626
5.5081	-17.8271	-1.1205	3.7172	1.5396	1.4331	4.6869
15.4962	8.7489	-0.1853	0.8193	0.6931	1.8039	4.9999
28.6876	5.1447	-0.5833	0.7015	0.5784	1.6856	6.4392
-2.5911	-7.9338	-0.9100	0.6291	0.5559	1.4358	2.1314
20.9851	2.5876	-0.5809	0.7120	0.6110	1.7491	2.4299
0.5216	-15.8104	-0.7376	0.4666	0.5487	1.8498	4.5087
10.9241	-8.2045	-0.8583	0.4495	0.4363	1.6340	1.2757
11.4096	10.7050	-0.5308	0.3758	0.4724	1.6714	4.9177
40.3531	3.8843	-0.6246	3.6149	1.6188	1.5006	1.4350
14.0386	6.5557	-0.3283	0.6979	0.5204	1.7781	2.5130
17.8712	3.4015	-0.7642	3.8896	1.6078	1.4479	6.5872
35.7441	5.4100	-0.5201	1.6413	0.7041	1.7740	6.7971
1.7291	-14.3754	-0.6750	1.8789	0.5873	1.8493	1.7973
