29.8821	7.1713	-0.8310	3.7573	1.6186	1.5225	1.5820
0.1871	7.7291	-0.9948	4.0792	1.6989	1.6014	1.5426
31.8243	15.8638	-0.3615	3.7026	1.5572	1.5032	3.2138
18.6056	6.7779	-0.9433	3.8089	1.5977	1.4599	4.4099
-2.6529	7.5278	-1.1075	4.1553	1.5531	1.3864	4.6502
6.5207	7.5208	-0.8091	3.8832	1.8179	2.0488	4.5473
8.7340	-9.8058	-0.7389	0.4417	0.5487	1.4432	3.3711
24.9228	-10.2507	-0.7037	0.4060	0.5270	1.7683	5.1671
24.7700	15.8650	-0.3004	0.6016	0.6870	1.7587	6.2778
4.4988	-11.8302	-0.6324	0.5114	0.5729	1.5439	2.8182
10.9462	-4.2356	-0.4793	0.7793	0.6375	1.8579	3.2695
1.7547	-10.3279	-0.3878	1.8092	0.4622	1.7177	6.2809
-4.3617	-21.8566	-0.8075	0.4494	0.5889	1.7289	5.7812
