31.3563	-2.6103	-0.5385	4.0518	1.6746	1.5432	6.2707
42.3507	3.6698	-0.3823	4.2296	1.7130	1.6933	3.0979
0.9810	5.5381	-0.4839	0.9599	0.6787	1.7797	3.7028
5.2321	11.5111	-0.8993	0.7282	0.5680	1.6137	3.6879
-3.1266	11.0435	-0.3640	0.7295	0.5626	1.8367	2.3031
34.5245	-8.6160	-0.8263	0.5418	0.6517	1.7027	5.9598
14.0303	-24.2125	-0.2702	0.2607	0.5408	1.7672	4.4530
2.8039	-7.8371	-0.4326	0.4682	0.5016	1.6790	2.7076
14.0217	-23.9977	-0.3031	0.2388	0.5030	1.7255	4.1902
-2.7149	8.6144	-0.6250	0.4760	0.4947	1.6176	5.3328
20.2742	13.3676	-0.0348	0.3769	0.5367	1.8995	4.5764
4.9065	18.3238	-0.3956	0.5150	0.6352	1.8219	4.6967
41.4005	-5.3211	-0.3156	0.8328	0.7204	1.8258	6.1347
