9.6834	19.1140	-1.2711	3.9350	1.6590	1.4567	4.5321
3.0170	-35.3922	-0.5166	4.1844	1.6259	1.5807	1.3630
1.3897	17.6171	-0.8107	0.4231	0.5030	1.7733	5.2545
8.6528	25.8266	-1.3084	0.8284	0.7282	1.5979	2.9770
4.5284	-29.1171	-0.3989	4.5514	1.8053	1.8468	4.5443
22.0076	28.8239	-1.2285	0.5595	0.7451	1.6990	3.9705
5.1242	26.3997	-1.3260	1.5191	0.4793	1.7220	6.1113
-3.1287	38.6929	-0.7482	0.2656	0.4642	1.8096	4.6242
0.6584	19.6040	-0.7961	0.4135	0.5422	1.7576	1.6178
-4.6321	-11.3217	-0.3946	0.5415	0.5198	1.8619	0.8862
-1.6836	-21.5663	-0.7339	0.3851	0.5055	1.7670	4.2500
5.7743	27.0460	-1.2268	3.7230	1.6829	1.5987	6.0588
