44.2832	6.7264	-0.1500	4.4065	1.7858	1.5580	4.6576
-4.3772	18.7670	-0.6913	0.6164	0.6722	1.8697	5.5161
41.6489	11.1708	0.0038	0.3366	0.5390	1.8568	2.1107
31.6091	9.3604	-0.1574	0.4950	0.7285	2.0468	6.3689
-1.3014	10.9240	-0.6125	0.6567	0.4772	1.8749	5.0974
0.2717	18.7088	-0.5021	0.8557	0.6490	1.9129	4.0042
12.7189	10.8149	-0.5586	0.3373	0.4074	1.6983	4.9424
36.6823	11.1770	-0.3035	0.6234	0.5100	1.8452	5.0533
24.6075	-8.9301	-0.5497	3.9367	1.5124	1.4749	3.5710
-2.9657	27.5789	-0.3923	0.3295	0.5250	1.8578	4.7940
-3.1177	6.8270	-0.5698	4.3347	1.6989	1.6011	1.5909
