15.8188	-3.8689	-0.6633	0.8764	0.6370	1.8805	3.0327
37.9909	-8.7090	-0.3757	4.0820	1.5748	1.6831	1.2493
12.5359	-23.0946	-0.5798	3.9707	1.6280	1.5549	2.8845
3.4252	9.0071	-0.5625	1.7864	0.4727	1.7872	1.3402
1.7073	9.5433	-0.6047	0.5138	0.6949	1.7358	4.0512
7.1681	-16.6389	-0.6318	3.9158	1.6344	1.5068	3.0603
19.7123	9.0769	-0.8864	0.6252	0.4783	1.4398	6.9433
-1.9279	-13.5657	-0.4254	0.7040	0.6009	1.8118	2.8348
1.5231	-13.8819	-0.4328	1.7582	0.5368	1.7375	2.7876
-2.9270	-16.5272	-0.2315	0.6404	0.6251	1.8684	3.6657
13.6259	-14.1706	-0.6659	3.7793	1.4871	1.4270	4.6948
33.6703	-5.8151	-1.0555	0.3550	0.4356	1.1705	3.1890
0.7083	-7.8358	-0.4960	0.5138	0.4996	1.7782	2.9910
