13.1399	6.8992	-0.9184	4.4956	1.6648	1.4663	1.1543
35.8255	7.5065	-0.7097	4.4470	1.6971	1.5012	4.6633
47.0682	7.7952	-0.5885	3.8522	1.7384	1.6204	1.5617
65.8097	2.4981	-0.3468	3.8644	1.5946	1.5296	3.0112
4.3060	11.2421	-0.7074	0.3091	0.3750	1.6856	5.3211
27.2854	-12.9050	-0.3476	0.7205	0.7893	1.8439	5.7219
54.2191	6.5898	-0.6262	0.8646	0.7695	1.7765	4.2664
7.0778	10.1469	-0.7454	0.3697	0.3863	1.7220	1.9356
33.0997	12.1206	-0.4661	0.4658	0.6789	1.9335	3.4281
41.3827	19.9181	-0.2879	0.5838	0.7395	1.7684	6.5693
