7.7494	20.7926	-0.9064	3.9743	1.6025	1.4632	4.0247
0.7758	19.1634	-0.9070	4.4036	1.7537	1.4696	5.6514
20.7834	30.4233	-0.8171	3.9695	1.5699	1.4282	0.8716
-2.6436	7.8683	-0.8043	1.7094	0.5756	1.8102	2.4385
4.4945	24.0989	-0.8383	4.3279	1.7053	1.4826	2.3766
6.1832	26.1689	-0.7452	3.7488	1.5824	1.5616	2.5152
24.4363	-27.4002	-1.0281	3.6245	1.6213	1.4417	4.0450
2.4086	21.2912	-0.9040	4.0886	1.5659	1.4831	5.5373
5.3268	5.8396	-0.7497	0.7184	0.5983	1.7200	4.1844
39.7181	-33.9673	-1.0150	3.6265	1.6079	1.5770	5.4971
9.8256	31.5144	-0.5319	4.0672	1.6651	1.8313	5.4898
11.8176	13.6488	-0.9078	3.7159	1.6600	1.4993	4.1728
39.9815	-26.8711	-0.8582	0.8355	0.5883	1.8535	5.9890
24.4791	18.5725	-0.5952	0.3017	0.6398	1.7925	3.9870
38.1175	-25.4971	-0.8725	0.8113	0.6956	1.7515	5.9899
15.7197	38.6468	-0.5247	4.5142	1.7163	2.2407	5.6785
18.8998	40.6758	-0.7512	3.7302	1.6453	1.5539	4.4131
36.0490	-23.8422	-0.9026	0.5741	0.6992	1.7258	5.9219
18.0021	9.0501	-0.7156	0.5928	0.5362	1.6230	6.9236
