4.6422	8.1511	-1.0184	3.5896	1.6473	1.5131	1.6649
20.9700	8.1646	-0.8956	3.6136	1.6304	1.4817	1.5845
2.1316	7.4972	-1.1076	3.9713	1.6491	1.4398	4.7065
4.3950	3.1251	-0.9463	4.0908	1.6874	1.6003	3.1199
13.2361	8.0108	-0.9491	3.4191	1.5839	1.4633	1.4473
37.8098	-8.6617	-0.3237	3.4122	1.5376	1.5152	1.4412
16.3368	12.1657	-0.6367	0.5263	0.5934	1.8977	4.0396
36.4084	14.3401	-0.5838	1.6345	0.3605	1.7100	6.1862
46.4913	13.5710	-0.5954	0.9005	0.4924	1.8371	5.0988
24.4574	17.5339	-0.2096	0.4426	0.5893	1.8829	4.2809
36.6777	14.8905	-0.4731	3.7580	1.7045	1.6917	3.0004
9.5308	-8.3898	-0.5567	0.4908	0.5156	1.7183	2.1495
